구분번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2023010100100062,2023년 1월,일요일,부산광역시 동래구 명륜동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,65세 이상,상해없음,보행자,남,41-50세,중상
2023010100100076,2023년 1월,일요일,부산광역시 강서구 구랑동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,남,41-50세,상해없음,승용,남,41-50세,중상
2023010100100086,2023년 1월,일요일,부산광역시 남구 용호동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,이륜,남,41-50세,경상
2023010100100105,2023년 1월,일요일,부산광역시 해운대구 반송동,중상사고,0,2,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,21-30세,중상
2023010100100163,2023년 1월,일요일,부산광역시 금정구 부곡동,부상신고사고,0,0,0,3,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,남,51-60세,부상신고
2023010100100201,2023년 1월,일요일,부산광역시 강서구 송정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,41-50세,경상
2023010100100240,2023년 1월,일요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,여,21-30세,경상
2023010100100241,2023년 1월,일요일,부산광역시 부산진구 당감동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,41-50세,경상
2023010100100258,2023년 1월,일요일,부산광역시 부산진구 전포동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61-64세,상해없음,승용,남,31-40세,경상
2023010100100259,2023년 1월,일요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,보행자,남,21-30세,경상
2023010100100334,2023년 1월,일요일,부산광역시 중구 광복동1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,남,41-50세,경상
2023010100100335,2023년 1월,일요일,부산광역시 북구 만덕동,중상사고,0,1,1,0,차대차 - 추돌,기타,건조,맑음,단일로 - 터널,승용,남,21-30세,상해없음,승용,남,41-50세,중상
2023010100100336,2023년 1월,일요일,부산광역시 부산진구 양정동,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,남,31-40세,중상
2023010100100350,2023년 1월,일요일,부산광역시 부산진구 범천동,경상사고,0,0,2,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
2023010200100015,2023년 1월,월요일,부산광역시 부산진구 양정동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,보행자,남,61-64세,중상
2023010200100016,2023년 1월,월요일,부산광역시 연제구 연산동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,화물,남,61-64세,상해없음,이륜,남,21-30세,중상
2023010200100036,2023년 1월,월요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,20세 이하,상해없음,보행자,남,13-20세,경상
2023010200100037,2023년 1월,월요일,부산광역시 사하구 괴정동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2023010200100054,2023년 1월,월요일,부산광역시 해운대구 재송동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,승용,남,41-50세,경상
2023010200100081,2023년 1월,월요일,부산광역시 동래구 안락동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,보행자,여,65세 이상,중상
2023010200100109,2023년 1월,월요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,보행자,여,65세 이상,중상
2023010200100128,2023년 1월,월요일,부산광역시 해운대구 반여동,경상사고,0,0,3,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,승용,남,65세 이상,경상
2023010200100154,2023년 1월,월요일,부산광역시 북구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31-40세,기타불명,승용,여,65세 이상,경상
2023010200100155,2023년 1월,월요일,부산광역시 해운대구 반여동,경상사고,0,0,1,1,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,65세 이상,부상신고,승용,남,51-60세,경상
2023010200100177,2023년 1월,월요일,부산광역시 수영구 민락동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,31-40세,기타불명,자전거,남,51-60세,경상
2023010200100178,2023년 1월,월요일,부산광역시 강서구 명지동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,31-40세,상해없음,이륜,남,61-64세,경상
2023010200100206,2023년 1월,월요일,부산광역시 남구 문현동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,이륜,남,65세 이상,상해없음,보행자,여,21-30세,경상
2023010200100207,2023년 1월,월요일,부산광역시 부산진구 연지동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,자전거,남,65세 이상,중상,승용,남,51-60세,상해없음
2023010200100208,2023년 1월,월요일,부산광역시 금정구 장전동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,61-64세,상해없음,보행자,여,65세 이상,중상
2023010200100265,2023년 1월,월요일,부산광역시 수영구 민락동,경상사고,0,0,1,0,차대차 - 추돌,기타,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,31-40세,경상
2023010200100294,2023년 1월,월요일,부산광역시 서구 부민동1가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,이륜,남,31-40세,경상
2023010200100333,2023년 1월,월요일,부산광역시 부산진구 개금동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,여,51-60세,경상
2023010200100378,2023년 1월,월요일,부산광역시 북구 화명동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,보행자,여,51-60세,경상
2023010200100379,2023년 1월,월요일,부산광역시 수영구 망미동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,31-40세,상해없음,승용,남,65세 이상,상해없음
2023010200100423,2023년 1월,월요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,51-60세,경상
2023010200100440,2023년 1월,월요일,부산광역시 중구 부평동1가,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,보행자,여,41-50세,경상
2023010200100452,2023년 1월,월요일,부산광역시 부산진구 범천동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,이륜,남,21-30세,경상
2023010300100034,2023년 1월,화요일,부산광역시 사상구 감전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,51-60세,상해없음,보행자,여,65세 이상,경상
2023010300100055,2023년 1월,화요일,부산광역시 해운대구 반여동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,51-60세,상해없음,보행자,여,51-60세,중상
2023010300100086,2023년 1월,화요일,부산광역시 강서구 지사동,중상사고,0,1,0,0,차대차 - 기타,불법유턴,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,31-40세,중상
2023010300100125,2023년 1월,화요일,부산광역시 서구 아미동1가,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 지하차도(도로)내,승합,남,31-40세,상해없음,보행자,남,65세 이상,경상
2023010300100245,2023년 1월,화요일,부산광역시 남구 용호동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,이륜,남,31-40세,상해없음,보행자,남,13-20세,경상
2023010300100280,2023년 1월,화요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,65세 이상,상해없음,승용,남,61-64세,경상
2023010300100339,2023년 1월,화요일,부산광역시 영도구 봉래동2가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,보행자,남,51-60세,경상
2023010300100372,2023년 1월,화요일,부산광역시 서구 서대신동1가,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,65세 이상,상해없음,승용,남,51-60세,경상
2023010300100374,2023년 1월,화요일,부산광역시 사상구 주례동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,20세 이하,기타불명,보행자,남,51-60세,경상
2023010300100448,2023년 1월,화요일,부산광역시 동래구 온천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,51-60세,상해없음,승용,여,51-60세,경상
2023010300100449,2023년 1월,화요일,부산광역시 강서구 명지동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41-50세,상해없음,보행자,여,12세 이하,경상
2023010400100012,2023년 1월,수요일,부산광역시 동래구 명륜동,경상사고,0,0,2,0,차대차 - 기타,불법유턴,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2023010400100027,2023년 1월,수요일,부산광역시 부산진구 부암동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,보행자,여,65세 이상,중상
2023010400100039,2023년 1월,수요일,부산광역시 부산진구 당감동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,41-50세,상해없음,보행자,남,51-60세,중상
2023010400100070,2023년 1월,수요일,부산광역시 금정구 노포동,경상사고,0,0,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,화물,남,31-40세,경상
2023010400100097,2023년 1월,수요일,부산광역시 금정구 노포동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,31-40세,경상
2023010400100098,2023년 1월,수요일,부산광역시 강서구 명지동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,31-40세,상해없음,화물,남,21-30세,경상
2023010400100126,2023년 1월,수요일,부산광역시 남구 대연동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,65세 이상,중상
2023010400100158,2023년 1월,수요일,부산광역시 동래구 안락동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,61-64세,경상
2023010400100159,2023년 1월,수요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,기타 - 기타,화물,남,41-50세,상해없음,승용,남,41-50세,경상
2023010400100181,2023년 1월,수요일,부산광역시 연제구 연산동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,이륜,여,41-50세,중상
2023010400100216,2023년 1월,수요일,부산광역시 영도구 동삼동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,여,65세 이상,중상
2023010400100217,2023년 1월,수요일,부산광역시 부산진구 부암동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,경상,화물,남,61-64세,상해없음
2023010400100246,2023년 1월,수요일,부산광역시 동구 초량동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,21-30세,상해없음,보행자,여,65세 이상,중상
2023010400100247,2023년 1월,수요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,41-50세,상해없음,보행자,여,65세 이상,경상
2023010400100278,2023년 1월,수요일,부산광역시 금정구 부곡동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 기타,자전거,남,51-60세,상해없음,보행자,여,61-64세,중상
2023010400100296,2023년 1월,수요일,부산광역시 서구 암남동,중상사고,0,4,1,1,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,31-40세,중상
2023010400100297,2023년 1월,수요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,21-30세,상해없음,보행자,여,65세 이상,중상
2023010400100298,2023년 1월,수요일,부산광역시 부산진구 개금동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,65세 이상,상해없음,보행자,여,65세 이상,중상
2023010400100299,2023년 1월,수요일,부산광역시 금정구 노포동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,승용,여,51-60세,경상
2023010400100340,2023년 1월,수요일,부산광역시 부산진구 부암동,경상사고,0,0,2,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,원동기,남,21-30세,경상,승용,여,51-60세,경상
2023010400100384,2023년 1월,수요일,부산광역시 동구 수정동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41-50세,상해없음,보행자,남,65세 이상,경상
2023010400100449,2023년 1월,수요일,부산광역시 기장군 장안읍,경상사고,0,0,2,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승용,남,41-50세,상해없음,보행자,여,51-60세,경상
2023010400100493,2023년 1월,수요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,기타불명,이륜,남,31-40세,경상
2023010500100010,2023년 1월,목요일,부산광역시 부산진구 전포동,중상사고,0,1,0,1,차대차 - 기타,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,부상신고,승용,남,61-64세,중상
2023010500100018,2023년 1월,목요일,부산광역시 부산진구 부전동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,부상신고,승용,남,61-64세,상해없음
2023010500100056,2023년 1월,목요일,부산광역시 강서구 죽림동,경상사고,0,0,2,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,41-50세,상해없음,승합,남,51-60세,경상
2023010500100134,2023년 1월,목요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 고가도로위,승용,남,65세 이상,상해없음,승용,남,51-60세,경상
2023010500100136,2023년 1월,목요일,부산광역시 연제구 연산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,보행자,남,41-50세,중상
2023010500100190,2023년 1월,목요일,부산광역시 해운대구 반여동,중상사고,0,1,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,61-64세,상해없음,승용,남,65세 이상,경상
2023010500100217,2023년 1월,목요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,65세 이상,경상
2023010500100218,2023년 1월,목요일,부산광역시 사하구 하단동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,남,21-30세,중상
2023010500100275,2023년 1월,목요일,부산광역시 금정구 장전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,상해없음,보행자,여,21-30세,경상
2023010500100335,2023년 1월,목요일,부산광역시 사하구 당리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,65세 이상,기타불명,보행자,여,12세 이하,중상
2023010500100373,2023년 1월,목요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승합,남,61-64세,상해없음,승용,남,61-64세,경상
2023010500100374,2023년 1월,목요일,부산광역시 부산진구 부암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,65세 이상,중상
2023010500100375,2023년 1월,목요일,부산광역시 금정구 금사동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승합,남,31-40세,상해없음,보행자,남,65세 이상,부상신고
2023010500100427,2023년 1월,목요일,부산광역시 수영구 광안동,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,51-60세,상해없음
2023010500100428,2023년 1월,목요일,부산광역시 수영구 망미동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,기타불명,남,65세 이상,경상
2023010500100429,2023년 1월,목요일,부산광역시 강서구 범방동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,보행자,남,21-30세,중상
2023010500100492,2023년 1월,목요일,부산광역시 부산진구 개금동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,보행자,여,65세 이상,경상
2023010500100510,2023년 1월,목요일,부산광역시 북구 화명동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,경상,승용,남,65세 이상,경상
2023010500100511,2023년 1월,목요일,부산광역시 기장군 일광읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,41-50세,경상
2023010600100018,2023년 1월,금요일,부산광역시 해운대구 좌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,여,21-30세,상해없음,승용,남,21-30세,경상
2023010600100070,2023년 1월,금요일,부산광역시 부산진구 범천동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,이륜,남,41-50세,부상신고
2023010600100178,2023년 1월,금요일,부산광역시 수영구 망미동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,61-64세,경상
2023010600100208,2023년 1월,금요일,부산광역시 남구 대연동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,21-30세,부상신고
2023010600100260,2023년 1월,금요일,부산광역시 동구 수정동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,41-50세,상해없음,보행자,남,65세 이상,중상
2023010600100261,2023년 1월,금요일,부산광역시 동래구 명륜동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,41-50세,경상
2023010600100262,2023년 1월,금요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41-50세,상해없음,보행자,여,65세 이상,경상
2023010600100263,2023년 1월,금요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,65세 이상,상해없음,이륜,남,21-30세,경상
2023010600100298,2023년 1월,금요일,부산광역시 수영구 민락동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,화물,남,41-50세,경상
2023010600100299,2023년 1월,금요일,부산광역시 부산진구 당감동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,건설기계,남,65세 이상,경상
2023010600100332,2023년 1월,금요일,부산광역시 해운대구 중동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,51-60세,상해없음,보행자,여,65세 이상,중상
2023010600100414,2023년 1월,금요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,이륜,남,51-60세,중상
2023010600100415,2023년 1월,금요일,부산광역시 부산진구 부암동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
2023010600100417,2023년 1월,금요일,부산광역시 사하구 신평동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,이륜,남,21-30세,경상
2023010700100062,2023년 1월,토요일,부산광역시 남구 대연동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,자전거,남,65세 이상,중상
2023010700100120,2023년 1월,토요일,부산광역시 강서구 대저2동,부상신고사고,0,0,0,1,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,승용,여,31-40세,부상신고
2023010700100138,2023년 1월,토요일,부산광역시 부산진구 양정동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,51-60세,상해없음,보행자,남,51-60세,중상
2023010700100151,2023년 1월,토요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,기타불명,보행자,남,65세 이상,경상
2023010700100176,2023년 1월,토요일,부산광역시 중구 부평동3가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,61-64세,상해없음,이륜,남,31-40세,경상
2023010700100177,2023년 1월,토요일,부산광역시 금정구 금사동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,남,61-64세,경상
2023010700100178,2023년 1월,토요일,부산광역시 연제구 연산동,중상사고,0,1,0,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,20세 이하,상해없음,승합,남,41-50세,중상
2023010700100203,2023년 1월,토요일,부산광역시 부산진구 개금동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,상해없음,보행자,여,61-64세,중상
2023010700100246,2023년 1월,토요일,부산광역시 북구 덕천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,41-50세,경상
2023010700100247,2023년 1월,토요일,부산광역시 기장군 기장읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,65세 이상,상해없음,보행자,여,65세 이상,중상
2023010700100300,2023년 1월,토요일,부산광역시 강서구 대저2동,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,경상,이륜,남,41-50세,중상
2023010700100301,2023년 1월,토요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
2023010700100383,2023년 1월,토요일,부산광역시 동래구 낙민동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,61-64세,경상
2023010700100402,2023년 1월,토요일,부산광역시 남구 대연동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,보행자,남,41-50세,경상
2023010700100403,2023년 1월,토요일,부산광역시 사하구 신평동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,41-50세,경상
2023010800100018,2023년 1월,일요일,부산광역시 영도구 청학동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,승용,남,41-50세,경상
2023010800100096,2023년 1월,일요일,부산광역시 해운대구 중동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,기타,맑음,교차로 - 교차로안,승용,남,65세 이상,기타불명,승용,여,41-50세,경상
2023010800100118,2023년 1월,일요일,부산광역시 기장군 기장읍,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,41-50세,경상
2023010800100143,2023년 1월,일요일,부산광역시 금정구 금성동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,51-60세,상해없음,보행자,여,61-64세,부상신고
2023010800100227,2023년 1월,일요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,51-60세,경상
2023010800100302,2023년 1월,일요일,부산광역시 사하구 감천동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,경상,승합,남,51-60세,부상신고
