구분번호,발생년월,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2023121000100117,2023년 12월,일요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,이륜,남,13-20세,경상
2023121000100138,2023년 12월,일요일,부산광역시 부산진구 범천동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,보행자,여,21-30세,중상
2023121000100159,2023년 12월,일요일,부산광역시 동래구 온천동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,41-50세,상해없음,보행자,여,65세 이상,중상
2023121000100188,2023년 12월,일요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,경상,승용,남,51-60세,상해없음
2023121000100211,2023년 12월,일요일,부산광역시 해운대구 우동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,20세 이하,중상,승용,남,21-30세,상해없음
2023121000100212,2023년 12월,일요일,부산광역시 연제구 거제동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,남,31-40세,상해없음
2023121000100244,2023년 12월,일요일,부산광역시 기장군 철마면,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,여,65세 이상,상해없음,승용,남,41-50세,경상
2023121000100279,2023년 12월,일요일,부산광역시 수영구 남천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,21-30세,경상
2023121000100318,2023년 12월,일요일,부산광역시 동래구 안락동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,여,31-40세,경상
2023121000100319,2023년 12월,일요일,부산광역시 사상구 괘법동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,보행자,여,65세 이상,경상
2023121000100401,2023년 12월,일요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,31-40세,경상
2023121000100426,2023년 12월,일요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,20세 이하,상해없음,보행자,여,21-30세,경상
2023121100100002,2023년 12월,월요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,남,31-40세,경상
2023121100100009,2023년 12월,월요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,20세 이하,상해없음,승용,남,51-60세,경상
2023121100100028,2023년 12월,월요일,부산광역시 남구 대연동,사망사고,1,0,0,0,차대사람 - 횡단중,기타,젖음/습기,비,단일로 - 기타,승용,남,21-30세,상해없음,보행자,여,65세 이상,사망
2023121100100029,2023년 12월,월요일,부산광역시 동래구 낙민동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,65세 이상,사망
2023121100100035,2023년 12월,월요일,부산광역시 해운대구 좌동,중상사고,0,1,0,0,차대차 - 기타,차로위반,젖음/습기,비,교차로 - 교차로부근,승용,여,41-50세,상해없음,특수,남,65세 이상,중상
2023121100100036,2023년 12월,월요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로안,화물,남,51-60세,상해없음,보행자,남,61-64세,경상
2023121100100037,2023년 12월,월요일,부산광역시 사하구 장림동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승합,남,51-60세,상해없음,보행자,남,65세 이상,중상
2023121100100103,2023년 12월,월요일,부산광역시 남구 감만동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,31-40세,기타불명
2023121100100104,2023년 12월,월요일,부산광역시 남구 문현동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,남,65세 이상,상해없음
2023121100100105,2023년 12월,월요일,부산광역시 수영구 망미동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,31-40세,경상
2023121100100149,2023년 12월,월요일,부산광역시 남구 대연동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,이륜,남,41-50세,경상
2023121100100150,2023년 12월,월요일,부산광역시 남구 문현동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,61-64세,경상
2023121100100151,2023년 12월,월요일,부산광역시 부산진구 가야동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 터널,화물,남,51-60세,상해없음,화물,남,41-50세,경상
2023121100100152,2023년 12월,월요일,부산광역시 사하구 신평동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,41-50세,부상신고
2023121100100171,2023년 12월,월요일,부산광역시 서구 서대신동3가,중상사고,0,1,0,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,31-40세,상해없음,이륜,남,65세 이상,중상
2023121100100200,2023년 12월,월요일,부산광역시 금정구 두구동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,65세 이상,상해없음,화물,남,61-64세,경상
2023121100100231,2023년 12월,월요일,부산광역시 동구 범일동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,65세 이상,경상
2023121100100232,2023년 12월,월요일,부산광역시 남구 대연동,중상사고,0,2,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,승합,남,51-60세,경상
2023121100100262,2023년 12월,월요일,부산광역시 동래구 사직동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,이륜,남,21-30세,부상신고,승용,여,41-50세,상해없음
2023121100100264,2023년 12월,월요일,부산광역시 부산진구 부전동,중상사고,0,1,0,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,61-64세,상해없음,승용,남,61-64세,중상
2023121100100287,2023년 12월,월요일,부산광역시 부산진구 연지동,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,51-60세,경상
2023121100100350,2023년 12월,월요일,부산광역시 남구 용당동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,기타 - 기타,화물,남,51-60세,상해없음,화물,남,41-50세,경상
2023121100100383,2023년 12월,월요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,맑음,기타 - 기타,승용,남,65세 이상,상해없음,보행자,남,13-20세,경상
2023121100100384,2023년 12월,월요일,부산광역시 영도구 봉래동3가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,21-30세,상해없음,보행자,남,65세 이상,중상
2023121100100385,2023년 12월,월요일,부산광역시 해운대구 중동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,이륜,남,41-50세,상해없음,보행자,여,51-60세,중상
2023121100100387,2023년 12월,월요일,부산광역시 강서구 녹산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 터널,특수,남,51-60세,상해없음,승용,남,65세 이상,경상
2023121100100466,2023년 12월,월요일,부산광역시 동구 범일동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,단일로 - 고가도로위,특수,남,61-64세,상해없음,승용,여,31-40세,경상
2023121100100467,2023년 12월,월요일,부산광역시 서구 남부민동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,31-40세,상해없음,승용,여,41-50세,경상
2023121100100469,2023년 12월,월요일,부산광역시 동래구 명장동,경상사고,0,0,1,0,차대사람 - 차도통행중,신호위반,건조,맑음,단일로 - 기타,이륜,남,65세 이상,상해없음,보행자,남,51-60세,경상
2023121100100470,2023년 12월,월요일,부산광역시 해운대구 우동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,51-60세,기타불명,승용,남,51-60세,경상
2023121100100471,2023년 12월,월요일,부산광역시 부산진구 가야동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,젖음/습기,비,기타 - 기타,승용,남,21-30세,상해없음,보행자,남,13-20세,경상
2023121100100472,2023년 12월,월요일,부산광역시 부산진구 가야동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,이륜,남,51-60세,경상,보행자,여,65세 이상,중상
2023121100100577,2023년 12월,월요일,부산광역시 중구 동광동5가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,이륜,남,21-30세,상해없음,보행자,여,65세 이상,중상
2023121100100578,2023년 12월,월요일,부산광역시 부산진구 전포동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,젖음/습기,비,교차로 - 교차로안,이륜,남,31-40세,상해없음,보행자,여,51-60세,중상
2023121100100631,2023년 12월,월요일,부산광역시 해운대구 반송동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,여,51-60세,중상
2023121100100670,2023년 12월,월요일,부산광역시 남구 대연동,경상사고,0,0,2,0,차대차 - 기타,차로위반,젖음/습기,비,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,65세 이상,경상
2023121100100696,2023년 12월,월요일,부산광역시 사하구 괴정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,화물,남,51-60세,상해없음,이륜,남,41-50세,경상
2023121100100715,2023년 12월,월요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,41-50세,경상
2023121200100002,2023년 12월,화요일,부산광역시 부산진구 양정동,경상사고,0,0,2,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,부상신고,승용,남,21-30세,경상
2023121200100029,2023년 12월,화요일,부산광역시 사하구 하단동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,보행자,남,41-50세,경상
2023121200100041,2023년 12월,화요일,부산광역시 수영구 남천동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,자전거,남,61-64세,중상,승용,남,41-50세,상해없음
2023121200100042,2023년 12월,화요일,부산광역시 금정구 회동동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51-60세,상해없음,보행자,남,61-64세,중상
2023121200100075,2023년 12월,화요일,부산광역시 동래구 안락동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,41-50세,경상
2023121200100104,2023년 12월,화요일,부산광역시 사하구 괴정동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,보행자,남,65세 이상,중상
2023121200100106,2023년 12월,화요일,부산광역시 강서구 강동동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,젖음/습기,안개,단일로 - 기타,화물,남,65세 이상,상해없음,보행자,남,65세 이상,경상
2023121200100148,2023년 12월,화요일,부산광역시 수영구 광안동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,흐림,교차로 - 교차로횡단보도내,승합,여,51-60세,상해없음,보행자,여,65세 이상,중상
2023121200100198,2023년 12월,화요일,부산광역시 서구 아미동1가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,51-60세,경상
2023121200100199,2023년 12월,화요일,부산광역시 남구 문현동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,여,61-64세,상해없음,승용,남,41-50세,경상
2023121200100229,2023년 12월,화요일,부산광역시 동래구 명장동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,보행자,여,65세 이상,중상
2023121200100230,2023년 12월,화요일,부산광역시 해운대구 반여동,중상사고,0,1,0,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,61-64세,중상
2023121200100231,2023년 12월,화요일,부산광역시 사상구 모라동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,61-64세,상해없음,승용,여,51-60세,부상신고
2023121200100252,2023년 12월,화요일,부산광역시 동래구 온천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,12세 이하,중상
2023121200100253,2023년 12월,화요일,부산광역시 동래구 명륜동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31-40세,경상,승용,남,65세 이상,상해없음
2023121200100254,2023년 12월,화요일,부산광역시 사하구 하단동,경상사고,0,0,2,0,차대차 - 추돌,신호위반,건조,맑음,단일로 - 기타,이륜,남,21-30세,기타불명,승용,남,65세 이상,경상
2023121200100288,2023년 12월,화요일,부산광역시 남구 우암동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,특수,남,61-64세,상해없음,승용,남,41-50세,경상
2023121200100289,2023년 12월,화요일,부산광역시 사하구 감천동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,건조,맑음,기타 - 기타,승합,남,65세 이상,상해없음,보행자,여,41-50세,부상신고
2023121200100290,2023년 12월,화요일,부산광역시 기장군 기장읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,기타불명,보행자,여,65세 이상,경상
2023121200100326,2023년 12월,화요일,부산광역시 수영구 수영동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,보행자,남,65세 이상,중상
2023121200100327,2023년 12월,화요일,부산광역시 강서구 대저1동,경상사고,0,0,2,1,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,31-40세,상해없음,승용,남,31-40세,경상
2023121200100366,2023년 12월,화요일,부산광역시 서구 토성동2가,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,비,단일로 - 지하차도(도로)내,이륜,남,51-60세,상해없음,보행자,남,13-20세,중상
2023121200100368,2023년 12월,화요일,부산광역시 연제구 연산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,기타불명,보행자,여,65세 이상,중상
2023121200100403,2023년 12월,화요일,부산광역시 수영구 광안동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,21-30세,상해없음,보행자,남,65세 이상,중상
2023121200100405,2023년 12월,화요일,부산광역시 강서구 명지동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,여,21-30세,상해없음,이륜,남,21-30세,경상
2023121200100469,2023년 12월,화요일,부산광역시 사상구 모라동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,여,41-50세,경상
2023121200100533,2023년 12월,화요일,부산광역시 사상구 모라동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,기타불명,보행자,남,41-50세,중상
2023121200100534,2023년 12월,화요일,부산광역시 사상구 주례동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,이륜,남,41-50세,경상
2023121200100559,2023년 12월,화요일,부산광역시 동래구 낙민동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,승합,남,61-64세,경상
2023121200100619,2023년 12월,화요일,부산광역시 동래구 수안동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,21-30세,경상
2023121300100024,2023년 12월,수요일,부산광역시 부산진구 가야동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,경상,화물,남,31-40세,경상
2023121300100055,2023년 12월,수요일,부산광역시 동구 범일동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,승합,남,51-60세,상해없음
2023121300100076,2023년 12월,수요일,부산광역시 동래구 명륜동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,보행자,여,65세 이상,중상
2023121300100077,2023년 12월,수요일,부산광역시 부산진구 가야동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,이륜,남,65세 이상,경상
2023121300100078,2023년 12월,수요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,21-30세,경상
2023121300100079,2023년 12월,수요일,부산광역시 부산진구 당감동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,41-50세,기타불명,승용,남,21-30세,경상
2023121300100123,2023년 12월,수요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,이륜,남,21-30세,경상
2023121300100125,2023년 12월,수요일,부산광역시 강서구 지사동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,이륜,남,65세 이상,중상
2023121300100147,2023년 12월,수요일,부산광역시 수영구 남천동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,41-50세,경상
2023121300100148,2023년 12월,수요일,부산광역시 해운대구 재송동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,여,31-40세,상해없음,승합,남,31-40세,상해없음
2023121300100177,2023년 12월,수요일,부산광역시 연제구 거제동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,여,51-60세,경상
2023121300100235,2023년 12월,수요일,부산광역시 남구 대연동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,65세 이상,상해없음,보행자,여,21-30세,경상
2023121300100237,2023년 12월,수요일,부산광역시 강서구 명지동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,이륜,남,41-50세,중상
2023121300100272,2023년 12월,수요일,부산광역시 북구 덕천동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,41-50세,상해없음,승용,여,41-50세,경상
2023121300100273,2023년 12월,수요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,65세 이상,경상
2023121300100297,2023년 12월,수요일,부산광역시 사하구 다대동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,41-50세,경상
2023121300100326,2023년 12월,수요일,부산광역시 사하구 괴정동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,31-40세,상해없음,승용,남,31-40세,경상
2023121300100371,2023년 12월,수요일,부산광역시 북구 화명동,중상사고,0,2,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,61-64세,중상
2023121300100439,2023년 12월,수요일,부산광역시 수영구 광안동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승용,남,21-30세,경상
2023121300100576,2023년 12월,수요일,부산광역시 부산진구 부전동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,보행자,여,31-40세,경상
2023121400100014,2023년 12월,목요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,보행자,여,41-50세,경상
2023121400100015,2023년 12월,목요일,부산광역시 금정구 장전동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,21-30세,상해없음,승용,남,31-40세,경상
2023121400100040,2023년 12월,목요일,부산광역시 연제구 연산동,부상신고사고,0,0,0,1,차대차 - 추돌,차로위반,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,65세 이상,부상신고
2023121400100082,2023년 12월,목요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 추돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,31-40세,상해없음
2023121400100118,2023년 12월,목요일,부산광역시 사하구 신평동,중상사고,0,2,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,51-60세,중상
2023121400100140,2023년 12월,목요일,부산광역시 사상구 괘법동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,화물,남,51-60세,상해없음,보행자,남,41-50세,경상
2023121400100171,2023년 12월,목요일,부산광역시 북구 구포동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,65세 이상,상해없음,승용,남,61-64세,경상
2023121400100172,2023년 12월,목요일,부산광역시 부산진구 당감동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,41-50세,경상
2023121400100192,2023년 12월,목요일,부산광역시 동래구 사직동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,51-60세,상해없음,보행자,남,21-30세,경상
2023121400100193,2023년 12월,목요일,부산광역시 연제구 거제동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,61-64세,경상
2023121400100194,2023년 12월,목요일,부산광역시 사상구 삼락동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,이륜,남,21-30세,경상,화물,남,65세 이상,상해없음
2023121400100217,2023년 12월,목요일,부산광역시 동래구 칠산동,경상사고,0,0,3,0,차대차 - 기타,직진우회전진행방해,젖음/습기,비,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,여,51-60세,경상
2023121400100218,2023년 12월,목요일,부산광역시 강서구 강동동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,경상,화물,남,31-40세,경상
2023121400100247,2023년 12월,목요일,부산광역시 부산진구 개금동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,51-60세,상해없음,보행자,남,12세 이하,부상신고
2023121400100276,2023년 12월,목요일,부산광역시 남구 용호동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승합,남,31-40세,기타불명,보행자,여,65세 이상,경상
2023121400100312,2023년 12월,목요일,부산광역시 수영구 남천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,특수,남,51-60세,상해없음,승용,여,41-50세,경상
2023121400100313,2023년 12월,목요일,부산광역시 남구 문현동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
2023121400100428,2023년 12월,목요일,부산광역시 해운대구 반여동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승합,남,65세 이상,상해없음,보행자,여,41-50세,중상
2023121400100429,2023년 12월,목요일,부산광역시 부산진구 전포동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,65세 이상,기타불명,승용,남,65세 이상,기타불명
2023121400100430,2023년 12월,목요일,부산광역시 금정구 서동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,51-60세,상해없음,보행자,여,65세 이상,경상
2023121400100431,2023년 12월,목요일,부산광역시 연제구 거제동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,이륜,남,41-50세,경상
2023121400100516,2023년 12월,목요일,부산광역시 동래구 명륜동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,21-30세,상해없음,원동기,남,31-40세,경상
2023121400100575,2023년 12월,목요일,부산광역시 금정구 부곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,기타 - 기타,이륜,남,21-30세,상해없음,보행자,남,51-60세,경상
2023121400100576,2023년 12월,목요일,부산광역시 연제구 연산동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,승용,여,41-50세,상해없음,이륜,남,21-30세,경상
2023121400100577,2023년 12월,목요일,부산광역시 강서구 대저2동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,특수,남,31-40세,상해없음,승용,남,31-40세,경상
